symbol_id,symbol,exchange,exchange_symbol,base_asset,quote_asset,settle_asset,product_type,status,contract_type,price_tick,price_decimal_places,quantity_step,quantity_decimal_places,min_quantity,max_quantity,max_market_quantity,min_notional,notional_multiplier,contract_multiplier,price_limit_up,price_limit_down,market_price_bound
133,DASH_USDT,binance,DASHUSDT,DASH,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.001,3,0.001,30000.0,3000.0,5.0,1.0,1.0,0.1,0.1,0.1
134,DEEP_USDT,gate,DEEP_USDT,DEEP,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,53000.0,35000.0,,100.0,100.0,0.15,0.15,0.04
134,DEEP_USDT,binance,DEEPUSDT,DEEP,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
135,DEXE_USDT,gate,DEXE_USDT,DEXE,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,68000.0,45000.0,,0.1,0.1,0.15,0.15,0.04
135,DEXE_USDT,binance,DEXEUSDT,DEXE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.01,2,0.01,800000.0,40000.0,5.0,1.0,1.0,0.15,0.15,0.15
136,DIA_USDT,gate,DIA_USDT,DIA,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,380000.0,250000.0,,1.0,1.0,0.2,0.2,0.05
136,DIA_USDT,binance,DIAUSDT,DIA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,5000000.0,500000.0,5.0,1.0,1.0,0.15,0.15,0.15
137,DOGE_USDT,gate,DOGE_USDT,DOGE,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,12000000.0,8000000.0,,10.0,10.0,0.2,0.2,0.05
137,DOGE_USDT,binance,DOGEUSDT,DOGE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,300000000.0,30000000.0,5.0,1.0,1.0,0.1,0.1,0.1
138,DOGS_USDT,gate,DOGS_USDT,DOGS,USDT,USDT,linear_perpetual,TRADING,direct,1e-08,8,1.0,0,1.0,150000000.0,100000000.0,,10.0,10.0,0.2,0.2,0.05
138,DOGS_USDT,binance,DOGSUSDT,DOGS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-08,8,1.0,0,1.0,20000000000.0,2000000000.0,5.0,1.0,1.0,0.15,0.15,0.15
139,DOLO_USDT,gate,DOLO_USDT,DOLO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,13000.0,8500.0,,100.0,100.0,0.2,0.2,0.05
139,DOLO_USDT,binance,DOLOUSDT,DOLO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
140,DOOD_USDT,gate,DOOD_USDT,DOOD,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,30000.0,20000.0,,1000.0,1000.0,0.2,0.2,0.05
140,DOOD_USDT,binance,DOODUSDT,DOOD,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,400000000.0,40000000.0,5.0,1.0,1.0,0.15,0.15,0.15
141,DOT_USDT,gate,DOT_USDT,DOT,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,2300000.0,1500000.0,,1.0,1.0,0.1,0.1,0.025
141,DOT_USDT,binance,DOTUSDT,DOT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,3000000.0,300000.0,5.0,1.0,1.0,0.05,0.05,0.05
142,DRIFT_USDT,gate,DRIFT_USDT,DRIFT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,300000.0,200000.0,,10.0,10.0,0.2,0.2,0.05
142,DRIFT_USDT,binance,DRIFTUSDT,DRIFT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
143,DUSK_USDT,gate,DUSK_USDT,DUSK,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,53000.0,35000.0,,10.0,10.0,0.2,0.2,0.05
143,DUSK_USDT,binance,DUSKUSDT,DUSK,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,13000000.0,1300000.0,5.0,1.0,1.0,0.1,0.1,0.1
144,DYDX_USDT,gate,DYDX_USDT,DYDX,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,53000000.0,35000000.0,,0.1,0.1,0.07,0.07,0.025
144,DYDX_USDT,binance,DYDXUSDT,DYDX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,7000000.0,700000.0,5.0,1.0,1.0,0.1,0.1,0.1
145,DYM_USDT,gate,DYM_USDT,DYM,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,4500000.0,3000000.0,,1.0,1.0,0.2,0.2,0.05
145,DYM_USDT,binance,DYMUSDT,DYM,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,0.1,1,0.1,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
146,EDEN_USDT,gate,EDEN_USDT,EDEN,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,230000.0,150000.0,,10.0,10.0,0.12,0.12,0.035
146,EDEN_USDT,binance,EDENUSDT,EDEN,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,14000000.0,1400000.0,5.0,1.0,1.0,0.15,0.15,0.15
147,EDGE_USDT,gate,EDGE_USDT,EDGE,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,60000.0,40000.0,,10.0,10.0,0.2,0.2,0.05
147,EDGE_USDT,binance,EDGEUSDT,EDGE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,4000000.0,400000.0,5.0,1.0,1.0,0.15,0.15,0.15
148,EDU_USDT,gate,EDU_USDT,EDU,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,3800000.0,2500000.0,,1.0,1.0,0.2,0.2,0.05
148,EDU_USDT,binance,EDUUSDT,EDU,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,10000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
149,EGLD_USDT,gate,EGLD_USDT,EGLD,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,600000.0,400000.0,,0.1,0.1,0.12,0.12,0.035
149,EGLD_USDT,binance,EGLDUSDT,EGLD,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,1000000.0,30000.0,5.0,1.0,1.0,0.1,0.1,0.1
150,EIGEN_USDT,gate,EIGEN_USDT,EIGEN,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,2300000.0,1500000.0,,1.0,1.0,0.12,0.12,0.035
150,EIGEN_USDT,binance,EIGENUSDT,EIGEN,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,5000000.0,500000.0,5.0,1.0,1.0,0.15,0.15,0.15
151,ELSA_USDT,gate,ELSA_USDT,ELSA,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,120000.0,75000.0,,10.0,10.0,0.2,0.2,0.05
151,ELSA_USDT,binance,ELSAUSDT,ELSA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,12000000.0,1200000.0,5.0,1.0,1.0,0.15,0.15,0.15
152,ENA_USDT,gate,ENA_USDT,ENA,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,2300000.0,1500000.0,,10.0,10.0,0.1,0.1,0.025
152,ENA_USDT,binance,ENAUSDT,ENA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
153,ENJ_USDT,gate,ENJ_USDT,ENJ,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,11000000.0,7000000.0,,1.0,1.0,0.15,0.15,0.05
153,ENJ_USDT,binance,ENJUSDT,ENJ,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.1,0.1,0.1
154,ENSO_USDT,gate,ENSO_USDT,ENSO,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,300000.0,200000.0,,1.0,1.0,0.15,0.15,0.04
154,ENSO_USDT,binance,ENSOUSDT,ENSO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,1000000.0,100000.0,5.0,1.0,1.0,0.15,0.15,0.15
155,ENS_USDT,gate,ENS_USDT,ENS,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,150000.0,95000.0,,0.1,0.1,0.07,0.07,0.025
155,ENS_USDT,binance,ENSUSDT,ENS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,1000000.0,20000.0,5.0,1.0,1.0,0.1,0.1,0.1
156,EPIC_USDT,gate,EPIC_USDT,EPIC,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,380000.0,250000.0,,1.0,1.0,0.12,0.12,0.035
156,EPIC_USDT,binance,EPICUSDT,EPIC,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,2000000.0,200000.0,5.0,1.0,1.0,0.15,0.15,0.15
157,ERA_USDT,gate,ERA_USDT,ERA,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,60000.0,40000.0,,10.0,10.0,0.12,0.12,0.035
157,ERA_USDT,binance,ERAUSDT,ERA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,6000000.0,600000.0,5.0,1.0,1.0,0.15,0.15,0.15
158,ESPORTS_USDT,gate,ESPORTS_USDT,ESPORTS,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,0.1,1,0.1,2300.0,1500.0,,100.0,100.0,0.15,0.15,0.04
158,ESPORTS_USDT,binance,ESPORTSUSDT,ESPORTS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.4,0.4,0.4
159,ESP_USDT,gate,ESP_USDT,ESP,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,300000.0,200000.0,,10.0,10.0,0.15,0.15,0.04
159,ESP_USDT,binance,ESPUSDT,ESP,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,10000000.0,1000000.0,5.0,1.0,1.0,0.15,0.15,0.15
160,ETC_USDT,gate,ETC_USDT,ETC,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,530000.0,350000.0,,0.1,0.1,0.1,0.1,0.025
160,ETC_USDT,binance,ETCUSDT,ETC,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.01,2,0.01,300000.0,30000.0,20.0,1.0,1.0,0.1,0.1,0.1
161,ETHFI_USDT,gate,ETHFI_USDT,ETHFI,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,8300000.0,5500000.0,,0.1,0.1,0.12,0.12,0.035
161,ETHFI_USDT,binance,ETHFIUSDT,ETHFI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,3000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
162,ETHW_USDT,gate,ETHW_USDT,ETHW,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,5300000.0,3500000.0,,0.1,0.1,0.2,0.2,0.05
162,ETHW_USDT,binance,ETHWUSDT,ETHW,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,3000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
163,ETH_USDT,gate,ETH_USDT,ETH,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,0.1,1,0.1,10000000.0,8000000.0,,0.01,0.01,0.03,0.03,0.01
163,ETH_USDT,binance,ETHUSDT,ETH,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.001,3,0.001,10000.0,2000.0,20.0,1.0,1.0,0.05,0.05,0.05
164,EUL_USDT,gate,EUL_USDT,EUL,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,53000.0,35000.0,,1.0,1.0,0.2,0.2,0.05
164,EUL_USDT,binance,EULUSDT,EUL,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,600000.0,60000.0,5.0,1.0,1.0,0.15,0.15,0.15
165,EVAA_USDT,gate,EVAA_USDT,EVAA,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,45000.0,30000.0,,1.0,1.0,0.12,0.12,0.035
165,EVAA_USDT,binance,EVAAUSDT,EVAA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,1300000.0,130000.0,5.0,1.0,1.0,0.15,0.15,0.15
166,FARTCOIN_USDT,gate,FARTCOIN_USDT,FARTCOIN,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,6000000.0,4000000.0,,1.0,1.0,0.2,0.2,0.05
166,FARTCOIN_USDT,binance,FARTCOINUSDT,FARTCOIN,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,15000000.0,1500000.0,5.0,1.0,1.0,0.15,0.15,0.15
167,FET_USDT,gate,FET_USDT,FET,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,4500000.0,3000000.0,,1.0,1.0,0.07,0.07,0.025
167,FET_USDT,binance,FETUSDT,FET,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,10000000.0,500000.0,5.0,1.0,1.0,0.1,0.1,0.1
168,FF_USDT,gate,FF_USDT,FF,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,300000.0,200000.0,,10.0,10.0,0.15,0.15,0.04
168,FF_USDT,binance,FFUSDT,FF,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
169,FHE_USDT,gate,FHE_USDT,FHE,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,60000.0,40000.0,,100.0,100.0,0.1,0.1,0.05
169,FHE_USDT,binance,FHEUSDT,FHE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
170,FIDA_USDT,gate,FIDA_USDT,FIDA,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,6800000.0,4500000.0,,1.0,1.0,0.15,0.15,0.05
170,FIDA_USDT,binance,FIDAUSDT,FIDA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
171,FIGHT_USDT,gate,FIGHT_USDT,FIGHT,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,230000.0,150000.0,,100.0,100.0,0.2,0.2,0.05
171,FIGHT_USDT,binance,FIGHTUSDT,FIGHT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,110000000.0,11000000.0,5.0,1.0,1.0,0.15,0.15,0.15
172,FIL_USDT,gate,FIL_USDT,FIL,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,150000000.0,100000000.0,,0.01,0.01,0.1,0.1,0.025
172,FIL_USDT,binance,FILUSDT,FIL,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,10000000.0,600000.0,5.0,1.0,1.0,0.1,0.1,0.1
173,FLOCK_USDT,gate,FLOCK_USDT,FLOCK,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,2300000.0,1500000.0,,1.0,1.0,0.15,0.15,0.04
173,FLOCK_USDT,binance,FLOCKUSDT,FLOCK,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
174,FLOW_USDT,gate,FLOW_USDT,FLOW,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,30000000.0,20000000.0,,0.1,0.1,0.2,0.2,0.05
174,FLOW_USDT,binance,FLOWUSDT,FLOW,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,0.1,1,0.1,20000000.0,2000000.0,5.0,1.0,1.0,0.1,0.1,0.1
175,FLUID_USDT,gate,FLUID_USDT,FLUID,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,38000.0,25000.0,,1.0,1.0,0.2,0.2,0.05
175,FLUID_USDT,binance,FLUIDUSDT,FLUID,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,600000.0,60000.0,5.0,1.0,1.0,0.15,0.15,0.15
176,FLUX_USDT,gate,FLUX_USDT,FLUX,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,830000.0,550000.0,,1.0,1.0,0.2,0.2,0.05
176,FLUX_USDT,binance,FLUXUSDT,FLUX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,10000000.0,1000000.0,5.0,1.0,1.0,0.15,0.15,0.15
177,FOGO_USDT,gate,FOGO_USDT,FOGO,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,98000.0,65000.0,,100.0,100.0,0.2,0.2,0.05
177,FOGO_USDT,binance,FOGOUSDT,FOGO,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,50000000.0,5000000.0,5.0,1.0,1.0,0.15,0.15,0.15
178,FOLKS_USDT,gate,FOLKS_USDT,FOLKS,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,75000.0,50000.0,,1.0,1.0,0.15,0.15,0.04
178,FOLKS_USDT,binance,FOLKSUSDT,FOLKS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,400000.0,40000.0,5.0,1.0,1.0,0.15,0.15,0.15
179,FORM_USDT,gate,FORM_USDT,FORM,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,300000.0,200000.0,,1.0,1.0,0.2,0.2,0.05
179,FORM_USDT,binance,FORMUSDT,FORM,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,3000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
180,FRAX_USDT,gate,FRAX_USDT,FRAX,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,23000.0,15000.0,,10.0,10.0,0.2,0.2,0.05
180,FRAX_USDT,binance,FRAXUSDT,FRAX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,2000000.0,200000.0,5.0,1.0,1.0,0.15,0.15,0.15
181,F_USDT,gate,F_USDT,F,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,2300000.0,1500000.0,,10.0,10.0,0.2,0.2,0.05
181,F_USDT,binance,FUSDT,F,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,200000000.0,20000000.0,5.0,1.0,1.0,0.15,0.15,0.15
182,GALA_USDT,gate,GALA_USDT,GALA,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,30000000.0,20000000.0,,10.0,10.0,0.1,0.1,0.025
182,GALA_USDT,binance,GALAUSDT,GALA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,300000000.0,30000000.0,5.0,1.0,1.0,0.1,0.1,0.1
183,GAS_USDT,gate,GAS_USDT,GAS,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,98000.0,65000.0,,1.0,1.0,0.15,0.15,0.04
183,GAS_USDT,binance,GASUSDT,GAS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.1,1,0.1,1000000.0,50000.0,5.0,1.0,1.0,0.15,0.15,0.15
184,GENIUS_USDT,gate,GENIUS_USDT,GENIUS,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,30000.0,20000.0,,10.0,10.0,0.15,0.15,0.04
184,GENIUS_USDT,binance,GENIUSUSDT,GENIUS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,2000000.0,200000.0,5.0,1.0,1.0,0.15,0.15,0.15
185,GIGGLE_USDT,gate,GIGGLE_USDT,GIGGLE,USDT,USDT,linear_perpetual,TRADING,direct,0.01,2,1.0,0,1.0,1100000.0,700000.0,,0.01,0.01,0.12,0.12,0.035
185,GIGGLE_USDT,binance,GIGGLEUSDT,GIGGLE,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.01,2,0.01,2,0.01,50000.0,5000.0,5.0,1.0,1.0,0.15,0.15,0.15
186,GLM_USDT,gate,GLM_USDT,GLM,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,45000.0,30000.0,,10.0,10.0,0.2,0.2,0.05
186,GLM_USDT,binance,GLMUSDT,GLM,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,8000000.0,800000.0,5.0,1.0,1.0,0.15,0.15,0.15
187,GMT_USDT,gate,GMT_USDT,GMT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,9800000.0,6500000.0,,1.0,1.0,0.15,0.15,0.04
187,GMT_USDT,binance,GMTUSDT,GMT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,70000000.0,7000000.0,5.0,1.0,1.0,0.1,0.1,0.1
188,GMX_USDT,gate,GMX_USDT,GMX,USDT,USDT,linear_perpetual,TRADING,direct,0.001,3,1.0,0,1.0,2300000.0,1500000.0,,0.01,0.01,0.2,0.2,0.05
188,GMX_USDT,binance,GMXUSDT,GMX,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.001,3,0.01,2,0.01,100000.0,10000.0,5.0,1.0,1.0,0.15,0.15,0.15
189,GOAT_USDT,gate,GOAT_USDT,GOAT,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,1200000.0,800000.0,,10.0,10.0,0.15,0.15,0.04
189,GOAT_USDT,binance,GOATUSDT,GOAT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.15,0.15,0.15
190,GPS_USDT,gate,GPS_USDT,GPS,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,83000.0,55000.0,,100.0,100.0,0.2,0.2,0.05
190,GPS_USDT,binance,GPSUSDT,GPS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,110000000.0,11000000.0,5.0,1.0,1.0,0.15,0.15,0.15
191,GRASS_USDT,gate,GRASS_USDT,GRASS,USDT,USDT,linear_perpetual,TRADING,direct,0.0001,4,1.0,0,1.0,38000.0,25000.0,,10.0,10.0,0.15,0.15,0.04
191,GRASS_USDT,binance,GRASSUSDT,GRASS,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,0.1,1,0.1,3000000.0,300000.0,5.0,1.0,1.0,0.15,0.15,0.15
192,GRIFFAIN_USDT,gate,GRIFFAIN_USDT,GRIFFAIN,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,2300000.0,1500000.0,,10.0,10.0,0.2,0.2,0.05
192,GRIFFAIN_USDT,binance,GRIFFAINUSDT,GRIFFAIN,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,50000000.0,5000000.0,5.0,1.0,1.0,0.15,0.15,0.15
193,GRT_USDT,gate,GRT_USDT,GRT,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,600000.0,400000.0,,10.0,10.0,0.15,0.15,0.04
193,GRT_USDT,binance,GRTUSDT,GRT,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,40000000.0,4000000.0,5.0,1.0,1.0,0.1,0.1,0.1
194,GUA_USDT,gate,GUA_USDT,GUA,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,8300.0,5500.0,,10.0,10.0,0.15,0.15,0.04
194,GUA_USDT,binance,GUAUSDT,GUA,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,8000000.0,800000.0,5.0,1.0,1.0,0.2,0.2,0.2
195,GUN_USDT,gate,GUN_USDT,GUN,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,2300000.0,1500000.0,,10.0,10.0,0.2,0.2,0.05
195,GUN_USDT,binance,GUNUSDT,GUN,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,100000000.0,9000000.0,5.0,1.0,1.0,0.15,0.15,0.15
196,GWEI_USDT,gate,GWEI_USDT,GWEI,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,13000.0,8500.0,,100.0,100.0,0.2,0.2,0.05
196,GWEI_USDT,binance,GWEIUSDT,GWEI,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,0.0001,4,1.0,0,1.0,30000000.0,3000000.0,5.0,1.0,1.0,0.15,0.15,0.15
197,G_USDT,gate,G_USDT,G,USDT,USDT,linear_perpetual,TRADING,direct,1e-06,6,1.0,0,1.0,380000.0,250000.0,,100.0,100.0,0.15,0.15,0.04
197,G_USDT,binance,GUSDT,G,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-06,6,1.0,0,1.0,200000000.0,20000000.0,5.0,1.0,1.0,0.15,0.15,0.15
198,HAEDAL_USDT,gate,HAEDAL_USDT,HAEDAL,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,300000.0,200000.0,,10.0,10.0,0.15,0.15,0.04
198,HAEDAL_USDT,binance,HAEDALUSDT,HAEDAL,USDT,USDT,linear_perpetual,TRADING,PERPETUAL,1e-05,5,1.0,0,1.0,20000000.0,2000000.0,5.0,1.0,1.0,0.15,0.15,0.15
199,HANA_USDT,gate,HANA_USDT,HANA,USDT,USDT,linear_perpetual,TRADING,direct,1e-05,5,1.0,0,1.0,9800.0,6500.0,,100.0,100.0,0.2,0.2,0.05
